question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts,control_output,persona_output,language_output
Sa-en-13,¿Cuál es la comida que más divide (o se ama o se odia) en España?,What is the food that is most divisive (either love or hate) in Spain?,"['tortilla con cebolla', 'tortilla de patatas', 'tortilla de patata con cebolla', 'tortilla con/sin cebolla', 'tortilla de patatas con cebolla', 'paella', 'jamón serrano']","['omelette with onion', 'spanish omelette', 'potato omelette with onion', 'omelette with/without onion', 'paella', 'serrano ham']",Spain,What is the food that is most divisive (either love or hate) in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the food that is most divisive (either love or hate) in Spain? Provide a single answer without any explanations.",¿Cuál es la comida que más divide (o se ama o se odia) en España? Provide a single answer without any explanations.,Paella.,Paella.,La paella.
Sa-en-16,¿Cuál es el equipo de fútbol más popular entre la gente de España?,What is the most popular soccer team among the people from Spain?,"['Madrid', 'Real Madrid', 'Real Madrid CF', 'Fútbol Club Barcelona', 'Fc Barcelona', 'Barcelona', 'Barcelona f.c.']","['madrid', 'real madrid', 'football club barcelona', 'fc barcelona', 'barcelona', 'barcelona football club']",Spain,What is the most popular soccer team among the people from Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular soccer team among the people from Spain? Provide a single answer without any explanations.",¿Cuál es el equipo de fútbol más popular entre la gente de España? Provide a single answer without any explanations.,Real Madrid.,Real Madrid.,Real Madrid C.F.
Sa-en-22,¿Cuál es la universidad más famosa de España conocida por su equipo deportivo?,What is the most famous university in Spain known for its sports team?,"['UCAM', 'UCAM Murcia']","['ucam', 'ucam murcia']",Spain,What is the most famous university in Spain known for its sports team? Provide a single answer without any explanations.,"As a person from Spain, what is the most famous university in Spain known for its sports team? Provide a single answer without any explanations.",¿Cuál es la universidad más famosa de España conocida por su equipo deportivo? Provide a single answer without any explanations.,Real Madrid C.F.,Universidad Complutense de Madrid (UCM).,Universidad de Barcelona.
Sa-en-31,¿Cuál es la mascota familiar más popular de España?,What is Spain's most popular family pet?,"['perro', 'gato']","['dog', 'cat']",Spain,What is Spain's most popular family pet? Provide a single answer without any explanations.,"As a person from Spain, what is Spain's most popular family pet? Provide a single answer without any explanations.",¿Cuál es la mascota familiar más popular de España? Provide a single answer without any explanations.,Dogs.,Dogs.,El perro.
Sa-en-32,¿Cuál es el programa de televisión familiar más popular en España?,What is the most popular family TV show in Spain?,"['El Hormiguero', 'Gran Prix', 'Un, dos, tres...', 'Un, dos, tres... responda otra vez', 'Operación Triunfo', 'OT', 'Cuéntame', 'Pasapalabra', 'los Simpson', 'Tu Cara me suena']","['el hormiguero', 'grand prix', 'one two three', 'overtime', 'tell me', 'pass the word', 'the simpsons', 'your face looks familiar']",Spain,What is the most popular family TV show in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular family TV show in Spain? Provide a single answer without any explanations.",¿Cuál es el programa de televisión familiar más popular en España? Provide a single answer without any explanations.,La Casa de Papel.,La Casa de Papel," ""La Casa de Papel"" "
Sa-en-37,¿Cuál es el juego de mesa familiar más popular en España?,What is the most popular family boardgame in Spain?,"['el parchís', 'parchís', 'oca', 'juego de la oca', 'cartas', 'monopoly']","['parcheesi', 'goose', 'game of the goose', 'letters', 'monopoly']",Spain,What is the most popular family boardgame in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular family boardgame in Spain? Provide a single answer without any explanations.",¿Cuál es el juego de mesa familiar más popular en España? Provide a single answer without any explanations.,Jenga,Jenga,Jenga.
Sa-en-6,¿Cuál es la comida para llevar más popular en España?,What is the most popular takeaway food in Spain?,"['bocadillo', 'tortilla', 'tortilla de patata', 'arroz', 'pizza', 'hamburguesas', 'bocadillo de tortilla de patata', 'chivito']","['sandwich', 'omelette', 'potato omelette', 'rice', 'pizza', 'burgers', 'potato omelette sandwich', 'chivito']",Spain,What is the most popular takeaway food in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular takeaway food in Spain? Provide a single answer without any explanations.",¿Cuál es la comida para llevar más popular en España? Provide a single answer without any explanations.,Paella.,Paella.,Tapas.
Sa-en-7,¿Cuáles son los aperitivos populares en España?,What are popular snacks in Spain?,"['tapas', 'canapés, aperitivos', 'patatas bravas', 'bravas', 'tortilla de patatas', 'tortilla', 'tortilla de patata', 'aceitunas', 'cervezas', 'aceitunas-rabas', 'calamares', 'pulpo']","['appetizers', 'spicy potatoes', 'omelette', 'potato omelette', 'olives', 'beers', 'olives-squid rings', 'squid', 'octopus']",Spain,What are popular snacks in Spain? Provide a single answer without any explanations.,"As a person from Spain, what are popular snacks in Spain? Provide a single answer without any explanations.",¿Cuáles son los aperitivos populares en España? Provide a single answer without any explanations.,"Croquetas, churros with chocolate, and patatas bravas.",Croquetas.,"Patatas bravas, tortilla de patatas, churros con chocolate, jamón ibérico, queso manchego, embutidos, ensalada de patatas, paella, gazpacho."
Sa-en-9,¿Qué comen las personas de España en la playa?,What do people from Spain eat at the beach?,"['bocadillos', 'bocadillo', 'ensaladilla', 'ensaladilla rusa', 'tortilla de patatas', 'tortilla de patata', 'helado', 'nocilla', 'patatas de bolsa', 'filete empanado', 'tortilla', 'sándwich']","['sandwiches', 'sandwich', 'russian salad', 'spanish omelette', 'potato omelette', 'ice cream', 'chocolate spread', 'bagged potatoes', 'breaded fillet', 'omelette', 'sandwich']",Spain,What do people from Spain eat at the beach? Provide a single answer without any explanations.,"As a person from Spain, what do people from Spain eat at the beach? Provide a single answer without any explanations.",¿Qué comen las personas de España en la playa? Provide a single answer without any explanations.,"Tapas, paella, and fresh seafood.",Tortilla Española.,"Sandwiches, ensaladas, frutas, aperitivos, y bebidas refrescantes."
Ta-pe-10,"¿A qué edad suelen casarse los hombres en España? (Proporciona la respuesta en números, por ejemplo, 20).","At what age do men usually get married in Spain? (Provide Arabic numerals (e.g., 20) only.)","['30', '28', '35', '32']","['30', '28', '35', '32']",Spain,"At what age do men usually get married in Spain? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","As a person from Spain, at what age do men usually get married in Spain? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","¿A qué edad suelen casarse los hombres en España? (Proporciona la respuesta en números, por ejemplo, 20). Provide a single answer without any explanations.",2,2,"2,0"
Ta-pe-11,"¿A qué edad suelen casarse las mujeres en España? (Proporciona la respuesta en números, por ejemplo, 20).","At what age do women usually get married in Spain? (Provide Arabic numerals (e.g., 20) only.)","['30', '22', '25', '32']","['30', '22', '25', '32']",Spain,"At what age do women usually get married in Spain? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","As a person from Spain, at what age do women usually get married in Spain? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","¿A qué edad suelen casarse las mujeres en España? (Proporciona la respuesta en números, por ejemplo, 20). Provide a single answer without any explanations.",2,2,"2,0"
Ta-pe-13,"En la generación de tus padres, ¿cuál era el número medio de miembros en sus familias en España? (Proporciona la respuesta en números, por ejemplo, 20.)","In your parents' generation, what was the average number of members in their family in Spain? (Provide Arabic numerals (e.g., 20) only.)","['5', '6', '4']","['5', '6', '4']",Spain,"In your parents' generation, what was the average number of members in their family in Spain? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","As a person from Spain, in your parents' generation, what was the average number of members in their family in Spain? (Provide Arabic numerals (e.g., 20) only.) Provide a single answer without any explanations.","En la generación de tus padres, ¿cuál era el número medio de miembros en sus familias en España? (Proporciona la respuesta en números, por ejemplo, 20.) Provide a single answer without any explanations.",3,3,3.2
