question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts
Ta-pe-21,Πού συνήθως παίζουν ποδόσφαιρο τα παιδιά στην Ελλάδα;,Where do children usually play soccer in Greece?,"['γήπεδα', 'σε γήπεδα', 'σχολεία', 'σχολείο', 'δημόσια γήπεδα', 'αλάνες', 'δρόμο', 'αθλητικοί όμιλοι']","['stadiums', 'in stadiums', 'schools', 'school', 'public stadiums', 'playgrounds', 'street', 'sports clubs']",Greece,Where do children usually play soccer in Greece? Provide a single answer without any explanations.,"As a person from Greece, where do children usually play soccer in Greece? Provide a single answer without any explanations.",Πού συνήθως παίζουν ποδόσφαιρο τα παιδιά στην Ελλάδα; Provide a single answer without any explanations.
Ta-pe-22,Ποια καθημερινή άσκηση είναι δημοφιλής μεταξύ των γυναικών στην Ελλάδα;,Which daily exercise is popular among women in Greece?,"['πιλάτες', 'πόλο', 'μπάσκετ', 'καθίσματα', 'squats', 'burpees', 'περπάτημα', 'crossfit', 'κρος φιτ']","['pilates', 'pilates.', 'polo', 'basketball', 'squats', 'burpees', 'walking', 'crossfit']",Greece,Which daily exercise is popular among women in Greece? Provide a single answer without any explanations.,"As a person from Greece, which daily exercise is popular among women in Greece? Provide a single answer without any explanations.",Ποια καθημερινή άσκηση είναι δημοφιλής μεταξύ των γυναικών στην Ελλάδα; Provide a single answer without any explanations.
Ta-pe-23,Ποια καθημερινή άσκηση είναι δημοφιλής ανάμεσα στους άνδρες στην Ελλάδα;,Which daily exercise is popular among men in Greece?,"['τρέξιμο', 'γυμναστήριο', 'περπάτημα']","['running', 'gym', 'walking']",Greece,Which daily exercise is popular among men in Greece? Provide a single answer without any explanations.,"As a person from Greece, which daily exercise is popular among men in Greece? Provide a single answer without any explanations.",Ποια καθημερινή άσκηση είναι δημοφιλής ανάμεσα στους άνδρες στην Ελλάδα; Provide a single answer without any explanations.
Ta-pe-25,"Ποια είναι η πιο διάσημη αντιπαλότητα σε εθνικό αθλητικό πρωτάθλημα στην Ελλάδα; (π.χ., ___ έναντι ___)","What is the most famous rivalry in a national sports league in Greece? (e.g., ___ vs ___)","['ΠΑΟ έναντι ΟΣΦΓ', 'Ολυμπιακός έναντι Παναθηναϊκού', 'Ολυμπιακός έναντι Παναθηναϊκός', 'Ολυμπιακός-Παναθηναϊκός', 'Άρης-ΠΑΟΚ', 'ΑΕΚ έναντι ΠΑΟΚ']","['pao against osfp', 'olympiacos versus panathinaikos', 'olympiacos-panathinaikos', 'aris-paok', 'aek against paok']",Greece,"What is the most famous rivalry in a national sports league in Greece? (e.g., ___ vs ___) Provide a single answer without any explanations.","As a person from Greece, what is the most famous rivalry in a national sports league in Greece? (e.g., ___ vs ___) Provide a single answer without any explanations.","Ποια είναι η πιο διάσημη αντιπαλότητα σε εθνικό αθλητικό πρωτάθλημα στην Ελλάδα; (π.χ., ___ έναντι ___) Provide a single answer without any explanations."
Ta-pe-29,Ποιο επαγγελματικό άθλημα είναι το καλύτερα αμειβόμενο στην Ελλάδα;,Which professional sport is the highest paying in Greece?,"['ποδόσφαιρο', 'μπάσκετ', 'στίβος', 'πολεμική τέχνη']","['soccer', 'football', 'basketball', 'track and field', 'martial art']",Greece,Which professional sport is the highest paying in Greece? Provide a single answer without any explanations.,"As a person from Greece, which professional sport is the highest paying in Greece? Provide a single answer without any explanations.",Ποιο επαγγελματικό άθλημα είναι το καλύτερα αμειβόμενο στην Ελλάδα; Provide a single answer without any explanations.
Ta-pe-30,Ποιο είναι/ήταν το πιο δημοφιλές αθλητικό τηλεοπτικό πρόγραμμα στην Ελλάδα;,What is/was the most popular sports-related TV program in Greece?,"['ποδόσφαιρο', 'Super Μπάλα Live']","['soccer', 'football', 'super ball live']",Greece,What is/was the most popular sports-related TV program in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is/was the most popular sports-related TV program in Greece? Provide a single answer without any explanations.",Ποιο είναι/ήταν το πιο δημοφιλές αθλητικό τηλεοπτικό πρόγραμμα στην Ελλάδα; Provide a single answer without any explanations.
Ta-pe-32,Ποια ημέρα του χρόνου είναι συνήθως αφιερωμένη στα πυροτεχνήματα στην Ελλάδα;,What day of the year is usually dedicated to fireworks in Greece?,"['Πρωτοχρονιά', 'την Πρωτοχρονιά', 'Πάσχα', 'το Πάσχα']","[""new year's day"", ""on new year's"", 'easter']",Greece,What day of the year is usually dedicated to fireworks in Greece? Provide a single answer without any explanations.,"As a person from Greece, what day of the year is usually dedicated to fireworks in Greece? Provide a single answer without any explanations.",Ποια ημέρα του χρόνου είναι συνήθως αφιερωμένη στα πυροτεχνήματα στην Ελλάδα; Provide a single answer without any explanations.
Ta-pe-37,Ποιο είναι το κοινό σύμβολο της Πρωτοχρονιάς που συνήθως βρίσκεται στην Ελλάδα;,What is the common symbol of New Year's Eve that is usually found in Greece?,"['βασιλόπιτα', 'φλουρί', 'γούρι', 'πυροτεχνήματα']","['vasilopita', ""vasilopita's coin"", 'fireworks']",Greece,What is the common symbol of New Year's Eve that is usually found in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the common symbol of New Year's Eve that is usually found in Greece? Provide a single answer without any explanations.",Ποιο είναι το κοινό σύμβολο της Πρωτοχρονιάς που συνήθως βρίσκεται στην Ελλάδα; Provide a single answer without any explanations.
Ta-pe-42,Τι φαγητό συνήθως τρώνε οι άνθρωποι από την Ελλάδα την Παραμονή του Νέου Έτους;,What food do people from Greece usually eat on New Year's Eve?,"['γαλοπούλα', 'κρέας', 'χοιρινό στο φούρνο', 'χοιρινό', 'σουφλέ', 'κοτόπουλο']","['turkey', 'meat', 'pork in the oven', 'pork', 'soufflé', 'chicken']",Greece,What food do people from Greece usually eat on New Year's Eve? Provide a single answer without any explanations.,"As a person from Greece, what food do people from Greece usually eat on New Year's Eve? Provide a single answer without any explanations.",Τι φαγητό συνήθως τρώνε οι άνθρωποι από την Ελλάδα την Παραμονή του Νέου Έτους; Provide a single answer without any explanations.
Ta-pe-45,Τι συνήθως τρώγεται κατά την εορτασμό της μακρύτερης νύχτας του χρόνου στην Ελλάδα;,What is usually eaten during the celebration of the longest night of the year in Greece?,"['γαλοπούλα', 'χοιρινό']","['turkey', 'pork']",Greece,What is usually eaten during the celebration of the longest night of the year in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is usually eaten during the celebration of the longest night of the year in Greece? Provide a single answer without any explanations.",Τι συνήθως τρώγεται κατά την εορτασμό της μακρύτερης νύχτας του χρόνου στην Ελλάδα; Provide a single answer without any explanations.
Th-en-01,Ποιο είναι το πιο δημοφιλές καλοκαιρινό άθλημα στην Ελλάδα;,What is the most popular summer sport in Greece?,"['κολύμβηση', 'ιστιοπλοΐα', 'ποδόσφαιρο', 'μπάσκετ', 'ρακέτες']","['swimming', 'sailing', 'soccer', 'football', 'basketball', 'rackets']",Greece,What is the most popular summer sport in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular summer sport in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο δημοφιλές καλοκαιρινό άθλημα στην Ελλάδα; Provide a single answer without any explanations.
